	SRR8114442	SRR8114443	SRR8114444	SRR8114445	SRR8114446	SRR8114447	SRR8114448	SRR8114449	SRR8114450	SRR8114451	SRR8114452	SRR8114453	SRR8114454	SRR8114455	SRR8114456	SRR8114457	SRR8114458	SRR8114459	SRR8114460	SRR8114461	SRR8114462	SRR8114463
LOC100128361	3.749670	2.397239	2.331088	0.857029	1.129920	0.571858	0.335432	6.190578	8.867739	23.202354	0.612759	1.258242	0.938995	5.653770	3.613172	1.066415	0.521980	5.609378	0.844696	2.881938	2.224024	1.954884
LOC100128494	0.093244	0.179084	0.191927	0.139736	0.046555	1.072804	0.057856	0.145962	0.079827	0.158139	11.833202	0.044921	0.160877	0.098566	2.066435	0.973019	0.116052	0.090396	0.164547	0.373164	0.486130	0.576808
LOC100128568	0.753802	0.088952	0.041891	0.050662	0.980608	0.213024	0.101649	0.068872	0.070267	0.085873	0.079504	0.042730	0.136065	0.716126	0.041419	0.394691	0.082133	2.353567	0.057057	0.769859	0.930196	0.583572
LOC100128573	0.064458	0.016019	0.021661	0.035682	3.240212	0.301700	0.059231	0.974401	0.046438	0.027995	0.018128	0.036056	0.019864	0.032560	0.057604	0.015862	0.047793	0.013332	0.025232	0.073451	0.311703	0.146448
LOC100128594	0.026187	0.026161	0.027579	0.027173	0.027432	0.289588	0.026351	0.024243	0.023705	0.024801	0.028745	0.023101	0.026655	0.024754	0.027691	0.022470	0.028539	0.022135	0.031139	0.121561	0.136182	0.122151
LOC100128966	0.124754	0.199231	0.947594	0.730371	1.057438	2.933044	4.689086	0.205344	7.036884	0.454332	2.053892	2.634888	0.978202	0.248386	0.178735	0.999159	0.516446	0.219148	0.259214	0.608555	0.550113	0.721825
LOC100129034	3.562832	0.875387	0.764604	0.599523	2.966193	1.059740	0.185802	0.687466	12.616272	0.388099	0.378439	0.305558	5.675421	20.045639	0.387219	0.314554	0.285620	1.955741	0.598879	3.953217	3.306432	1.430604
LOC100129046	0.075568	0.240389	0.064107	0.055132	0.053107	0.438539	0.064621	0.047015	0.070769	0.145722	0.173679	0.187190	6.376811	0.173058	0.162234	4.892917	0.103411	0.219807	0.172230	0.440628	0.301439	0.559587
LOC100129083	0.009869	0.017534	0.014759	0.013118	0.009933	0.171133	0.017784	0.010187	0.010470	0.018622	0.012453	0.016722	0.018443	0.015110	0.015617	0.201744	0.013641	0.014995	0.008570	0.097425	0.107362	0.154601
LOC100129129	7.534498	6.084912	13.814181	29.199726	7.155671	2.172207	4.617387	8.791260	2.446819	14.586349	18.280731	6.278630	3.177193	5.787263	14.744354	22.605099	19.007439	5.320860	8.265416	2.478038	2.631408	3.686162
LOC100129138	0.031381	0.929908	0.043220	0.832786	0.045611	0.364199	1.211454	0.047523	0.026443	0.063305	0.027483	0.039498	0.030537	0.048836	0.053090	0.028877	0.082168	0.815341	0.025796	0.270155	0.282540	0.152986
LOC100129148	0.035832	0.028115	0.017168	0.030389	1.029428	0.201048	0.051332	0.039130	0.026295	0.050275	0.020112	0.030320	0.049034	0.054570	0.035206	0.402184	0.031579	0.016881	0.017213	0.125312	0.243173	0.245228
LOC100129203	0.282682	0.023753	0.029325	0.126083	12.763665	0.412441	0.333227	0.155953	0.061411	0.065517	0.034468	0.058795	0.039582	0.072113	0.068439	0.028493	0.054815	0.013415	0.041655	0.167080	0.553917	0.266786
LOC100129291	25.837194	1.986060	9.407949	7.137125	10.611446	3.772429	7.485796	2.317771	5.486587	2.460400	5.947051	9.398091	8.318448	9.123631	18.641281	10.082113	7.557782	1.666741	4.346493	4.168424	5.403734	6.382370
LOC100129297	0.069329	0.059619	3.246506	3.270803	0.035208	0.685221	0.102819	0.091348	0.059664	0.087057	0.086446	0.078731	0.014808	0.115555	0.089012	0.039278	0.072641	0.040715	0.047310	0.265484	0.322671	0.279876
LOC100129434	0.013391	1.045396	1.068595	0.825476	0.042056	1.447204	0.122177	1.783349	0.596604	0.067959	0.046126	0.623364	0.049162	0.112485	1.327571	0.403330	1.711580	0.078304	0.029581	0.156334	0.240546	0.322339
LOC100129484	0.051724	0.056074	0.045416	0.022682	0.065631	0.304930	0.022858	0.037507	1.328815	1.237291	0.100514	0.070866	1.050210	0.063121	0.054999	0.736948	0.046086	0.045496	0.092623	0.229422	0.143654	0.219937
LOC100129534	0.024491	0.026192	0.023288	0.024184	0.027803	0.300864	0.027943	0.024112	0.023112	0.023047	0.027236	0.021269	0.030922	0.025133	0.027113	0.023539	0.026577	0.025210	0.031097	0.120461	0.135693	0.118144
LOC100129617	0.016160	2.844553	0.040421	0.033609	0.010923	0.185191	0.021225	0.037310	0.020865	0.054155	0.030944	0.032908	0.059185	0.080333	0.067804	0.053142	0.027459	0.091427	0.035932	0.253260	0.196201	0.186260
LOC100129697	0.014668	0.047721	0.027991	0.026725	0.013994	0.211934	0.032228	0.016492	0.023855	0.052369	0.033843	0.044936	0.048336	0.036841	0.038471	1.747209	0.031135	0.041381	0.017181	0.170705	0.158496	0.303049
LOC100129917	5.924584	12.912143	4.307531	3.930872	0.860028	1.076963	0.384367	1.833925	3.744486	5.126954	14.181421	4.585917	2.001852	7.032999	7.565637	3.183547	1.667898	5.808333	1.635096	2.940462	2.383457	2.984510
LOC100130027	0.087257	0.085830	0.098408	0.046854	0.019418	0.521245	0.042794	0.047946	0.050926	0.106668	16.116304	0.034115	0.289887	0.031791	0.075029	0.788630	0.069761	0.140191	0.207340	0.262232	0.179257	0.290672
LOC100130111	0.082386	0.038295	4.531732	0.104061	0.019431	0.578067	0.043161	0.077022	0.090139	0.035957	0.070951	0.054891	0.017993	0.117730	0.048943	0.040746	0.069887	0.026807	0.035230	0.360369	0.299168	0.346474
LOC100130172	0.759285	0.041747	0.183358	6.133558	0.070255	0.733235	0.105808	0.068220	0.022569	0.146344	0.095733	0.071803	0.024722	0.072981	0.102021	0.040262	0.044824	0.049018	0.060880	0.241079	0.526712	0.327317
LOC100130283	0.123970	0.060984	3.314839	0.140278	0.033884	1.263170	0.027368	0.082246	0.101621	0.051327	0.108748	0.091482	2.000533	0.111661	0.074047	0.051484	0.066946	0.046430	1.602013	0.401856	0.277676	0.263672
LOC100130357	12.302078	21.647484	8.465853	13.606454	4.674124	2.433340	14.152687	10.569778	12.166672	2.145842	16.546515	7.918005	11.268736	2.922397	6.446604	12.414307	4.049233	33.458691	14.781597	3.944403	4.408411	3.695755
LOC100130476	2.992747	2.676092	2.104004	0.290130	0.905443	0.555158	0.161136	0.255246	0.636680	3.615153	14.861902	3.777055	4.655864	1.053102	0.420881	1.874426	0.107541	0.382894	4.686916	1.578621	0.996164	1.849610
LOC100130673	12.190571	9.662659	4.230544	3.997322	5.946869	1.495233	3.105687	3.499764	11.776165	4.019652	2.138738	2.960980	3.181680	8.458708	4.985058	4.448445	8.603335	4.626821	2.796269	3.627168	3.349793	3.005662
LOC100130691	25.966589	34.867050	29.993786	17.539913	32.334221	2.711161	29.790331	19.237247	11.255667	21.063534	35.830254	21.739697	5.974048	8.178567	46.115620	22.614807	29.749903	25.807150	14.893173	5.323813	6.350912	7.609368
LOC100130705	0.076045	0.041072	0.124070	0.778250	0.042805	0.807110	0.056955	0.054164	0.036568	0.086407	9.440757	0.035082	0.116812	0.031880	0.053023	0.192475	0.071060	0.074437	0.104467	0.157104	0.168077	0.168774
LOC100130744	1.531358	0.320878	0.299271	0.748918	4.088456	0.965234	5.287268	0.392858	4.590652	0.597084	0.407785	0.512608	1.822828	0.450999	0.366684	0.467667	0.315576	0.391040	11.881742	1.082546	1.255792	0.726335
LOC100130872	0.722943	1.062912	0.628858	2.538351	0.209052	0.483979	3.736543	5.574002	0.242973	5.077074	0.240421	1.266265	0.083152	0.396729	0.801256	1.297560	0.452608	5.010373	0.228992	0.703071	0.798708	0.819935
LOC100130880	0.013198	0.964326	0.025951	0.021999	0.009874	0.176195	0.017141	0.024756	0.012995	0.028524	0.014494	0.021894	0.028359	0.040434	0.036270	0.025505	0.018303	0.038389	0.019195	0.177082	0.167794	0.150814
LOC100130950	1.034177	0.257103	0.341106	0.276262	1.024433	1.268304	5.743949	2.841527	0.145894	0.242074	12.210884	0.235994	0.450871	0.063145	0.186713	0.351088	0.323334	1.759295	0.296225	0.475579	0.744816	0.523955
LOC100130964	2.161414	2.153433	2.407594	2.777571	4.518924	2.342606	2.983515	1.292516	0.689912	1.093457	7.586335	6.652948	0.394621	15.470573	3.684948	0.705463	13.669419	1.344879	0.350622	1.955954	1.670082	1.910209
LOC100130987	1.550224	0.873146	0.216365	3.106735	2.055146	0.356605	0.493138	0.830989	0.438904	3.835357	0.327975	0.258810	0.859996	1.377751	0.289139	0.400386	6.799497	4.177721	0.290013	0.740556	0.659870	0.490568
LOC100131257	0.677813	0.287708	0.398533	0.056999	0.139013	1.160651	0.112777	0.865383	5.803016	0.217741	8.867395	0.185277	1.721063	0.555239	0.211998	3.480834	0.533395	0.411043	0.468870	0.788562	0.557472	0.780080
LOC100131289	7.328287	0.524293	0.980446	5.250559	10.769523	1.296477	11.739510	1.571487	7.907876	10.039755	0.234636	3.009879	0.100795	2.789224	6.083984	1.214793	3.436790	0.761984	0.279375	1.649729	2.909708	2.540142
LOC100131347	0.021273	0.027374	0.025201	0.020103	0.023241	0.282450	0.038978	0.027545	0.021709	0.024139	0.010164	1.316761	0.026728	0.037582	0.013006	0.039241	0.014802	0.025838	0.018675	0.108933	0.125641	0.196937
LOC100131472	3.146426	0.125649	0.178304	2.240920	2.951937	0.756631	0.174444	0.160762	0.622291	0.293093	0.683642	0.173730	3.448640	0.236499	0.291674	1.486356	0.143793	0.168904	5.119022	0.471656	1.030938	0.734219
LOC100131496	0.017145	0.042029	0.017452	0.028548	0.017526	0.672343	0.016604	0.034027	0.014369	0.025365	0.029704	0.011071	0.021619	0.025749	0.761220	0.019508	0.030596	0.013036	0.027930	0.141864	0.225217	0.160367
LOC100131626	0.044244	0.039336	0.076154	3.883062	0.979325	0.560189	0.069872	0.055569	0.693349	0.094452	0.050341	0.056439	0.038364	0.118616	0.065505	0.040191	0.051921	0.035803	0.063649	0.163735	0.384096	0.166883
LOC100131655	0.040209	0.918077	0.038532	0.044728	1.003541	0.223539	1.211643	0.976606	0.662577	0.076572	0.021132	1.911806	0.073172	0.097090	0.043134	0.212294	0.142167	0.903231	0.034110	0.216422	0.307330	0.278364
LOC100132057	9.096192	0.775755	3.364652	4.398506	6.636910	2.551315	6.053019	1.138530	36.196297	0.889415	1.655996	38.168587	1.023028	4.201969	0.728334	0.916654	18.256367	1.296605	1.534079	1.556527	1.563834	1.919625
LOC100132062	9.466169	3.759228	7.757738	15.708757	12.969521	4.549337	20.659555	11.217192	16.399479	5.173335	15.357502	15.636297	25.281321	10.194928	4.528320	12.012435	14.513117	3.654745	16.424047	2.942534	2.697865	2.905797
LOC100132077	6.781699	17.469303	3.458542	0.871363	6.228953	1.194081	2.275839	6.898206	22.238495	9.774412	11.053735	3.157993	17.749609	9.482679	8.654929	11.095755	32.565098	12.322871	13.026747	3.406643	2.046150	2.493796
LOC100132249	0.109798	2.803211	0.078963	0.817694	1.720071	0.126266	0.194513	0.161567	0.139606	0.163033	0.087730	0.134782	0.114945	1.712949	0.128752	0.199674	0.114196	4.762030	0.088695	0.702921	0.808887	0.390588
LOC100132287	9.389700	4.311519	7.652718	15.711083	12.882614	4.713178	20.580303	11.277583	16.331280	5.131779	15.474123	15.557722	25.243431	10.300512	4.434308	12.043527	14.585477	3.554108	16.509600	3.091970	2.801741	2.941809
LOC100132356	8.108486	4.575698	1.314530	22.422523	10.887522	1.982663	19.905264	1.945512	0.822055	4.980991	1.719069	14.829445	9.873647	5.273623	12.309343	1.297148	4.469823	13.411052	24.481697	2.800537	2.875148	2.189518
LOC100132741	2.942769	0.267140	0.576695	0.236461	0.282865	0.471073	0.249934	5.974372	0.202082	7.216945	0.477737	0.427186	0.084044	0.219231	0.785335	0.417354	0.134995	0.280966	0.241504	0.512052	0.802844	0.838014
LOC100132781	0.052094	0.039305	0.039445	0.050348	0.052675	0.103607	0.027738	0.028722	0.027987	2.782049	0.056574	0.037295	0.007725	0.056291	0.071029	0.063859	0.009468	0.028330	0.050557	0.165830	0.156908	0.195251
LOC100133077	0.022367	0.055920	0.056888	0.021057	0.026784	0.273508	0.042231	0.024759	1.269447	0.082279	0.041551	0.055223	0.062287	0.066049	0.036397	1.741126	0.095820	0.046625	0.031829	0.210461	0.150926	0.269229
LOC100133091	9.207566	2.927847	6.481683	7.105544	0.263517	1.478634	1.247701	2.646771	1.091364	1.591308	0.939873	4.845078	0.547384	15.702897	2.680939	2.121039	3.712913	7.608154	1.096138	3.551402	2.568848	2.928521
LOC100133286	2.243428	0.024854	3.410562	0.052336	0.052160	0.605181	0.063947	0.071796	0.051125	0.042464	0.114935	0.039989	0.025823	0.089584	0.041215	0.026980	0.032521	0.022623	0.048919	0.566915	0.670609	0.692829
LOC100133315	6.571198	4.903799	4.158454	3.301313	14.148777	1.787314	10.078289	7.364621	10.234188	11.539145	18.578154	7.251206	8.663405	6.349610	6.751982	4.944361	2.180029	4.852400	16.766054	3.136503	2.782888	2.672549
LOC100133331	2.995384	5.743319	3.604901	2.987515	2.376679	1.063949	3.690197	3.620924	8.853765	34.521927	27.892576	4.519269	7.578137	5.653907	4.017014	11.155439	5.631722	14.045797	5.951488	2.864818	1.507708	2.178515
LOC100134317	0.741394	0.036185	0.051195	0.014136	0.077805	2.352302	1.087428	0.040236	0.646447	0.012082	0.091580	0.040997	0.965066	0.027320	0.025965	0.042999	0.081752	0.056731	0.069569	0.401184	0.434008	0.275425
LOC100134368	0.140731	3.743081	0.072010	0.147971	3.738708	0.275130	0.209147	0.186813	0.089705	0.159242	0.059931	0.092160	0.205662	0.473796	0.227940	0.140062	0.132483	0.230121	0.102740	0.540345	0.805255	0.434898
LOC100134868	16.381998	5.608057	4.509889	3.282799	19.947437	1.261856	15.593186	5.242467	18.587822	21.813417	3.199193	9.829483	4.004301	8.069997	5.553761	18.973364	3.080820	5.943831	4.966362	4.079162	4.147100	4.875083
LOC100147773	2.335145	0.571754	1.016356	0.369321	3.221877	0.414927	0.246600	0.355864	7.405504	8.845123	9.044730	1.846570	3.137094	2.132423	1.013192	8.731658	1.595881	0.768677	6.705760	1.389925	0.867168	1.611139
LOC100190986	5.093512	17.347454	7.955854	11.897583	5.843367	2.219522	9.118969	3.691314	7.754219	10.040283	27.849895	1.368168	8.602582	10.194490	20.943941	5.715085	1.703651	7.865142	11.524714	5.200902	4.455960	3.289855
LOC100233156	14.982727	45.715546	16.649855	27.391537	10.804551	3.464555	43.180527	20.230299	34.917797	12.602942	13.454634	18.906898	51.006737	20.589130	20.530291	36.102749	33.424305	57.210323	28.034531	7.041699	5.173389	5.262426
LOC100240734	0.058162	0.222059	0.119198	0.078503	0.084075	0.268408	0.075720	0.029524	0.162706	0.136860	0.016809	1.774124	0.072823	4.767272	0.083827	0.200814	0.034218	0.182863	0.030689	0.814511	0.543194	0.694883
LOC100240735	0.034280	0.046609	0.014147	0.015046	0.036591	0.607807	0.014544	0.014792	0.026778	0.011035	0.080512	0.041531	5.308050	0.035366	0.028241	0.042839	0.030174	0.047325	0.117352	0.169930	0.139724	0.124347
LOC100270746	31.563513	68.862579	18.379818	26.576279	46.399483	3.881584	29.707581	32.598145	62.230610	14.247537	40.260254	39.442673	46.630722	39.036633	44.519913	31.097393	94.358688	20.380058	40.177021	6.938314	6.187571	6.668318
LOC100270804	4.880933	4.130289	3.136262	27.689171	5.304769	2.639764	12.385660	9.427580	51.192650	40.635605	4.842230	13.054819	7.763603	6.325340	12.619807	13.473615	24.234455	11.864789	7.063909	2.840521	2.284076	2.543643
LOC100272217	40.707886	29.363703	103.490189	74.202827	35.690990	4.602493	47.796066	40.634308	91.853378	30.465372	7.492880	65.927818	75.514099	37.758308	30.095095	39.551521	45.086670	37.684238	24.748350	9.087533	8.266678	8.768987
LOC100286922	7.397741	12.960455	5.194171	17.315893	8.826242	1.233780	8.684572	5.777103	16.045765	16.764687	3.642346	12.425272	7.394900	17.209131	8.524403	21.285292	3.755946	20.857925	8.474370	4.731545	4.247488	4.277764
LOC100286925	0.449313	6.474607	0.627752	0.582306	0.413646	1.757955	5.641669	0.275387	0.161031	0.380921	2.021716	0.310529	2.058803	2.604297	1.199604	0.557067	0.268036	1.435361	1.537807	2.304343	1.320127	0.961168
LOC100287015	12.449371	27.016821	23.258415	15.432276	22.404028	2.758034	29.091358	16.094198	12.286467	24.097996	35.697567	8.462704	8.551896	2.630438	19.864733	24.438910	21.118525	8.896229	15.120171	3.159693	3.499116	4.399206
LOC100287042	0.301824	0.207272	12.699869	0.747773	0.090056	1.191062	0.098405	0.215213	4.721451	0.272819	0.202819	0.418016	0.928752	0.840001	0.204012	0.271565	0.208873	0.155123	1.632369	0.986294	0.611891	0.642389
LOC100287049	1.500033	0.193188	1.198317	0.800670	0.240906	2.466252	3.745611	1.836052	1.217642	3.698857	0.202508	0.671266	2.090071	1.970588	2.112688	1.611566	0.237578	0.820493	1.727978	1.804906	1.528955	1.351139
LOC100287072	7.389953	0.026141	0.097763	0.081029	5.197820	0.771048	0.242560	0.108208	0.061900	0.155891	2.280357	0.064866	0.082922	0.105821	0.075726	0.039906	0.032306	0.037017	0.125022	0.477735	1.137719	0.675246
LOC100287497	40.477570	55.452526	27.444460	66.009193	20.428667	3.142378	48.412746	21.335636	39.455269	80.503593	41.965439	30.002584	41.932995	46.352318	22.829887	45.732132	60.090164	39.784256	93.096718	9.102736	5.555946	6.527153
LOC100287792	0.050550	0.028888	2.348889	0.056470	0.012602	0.630082	0.029688	0.049359	0.037895	0.020330	0.069075	0.031496	0.018155	0.062877	0.030725	0.024980	0.045663	0.015518	0.028651	0.243128	0.214083	0.235420
LOC100287808	1.155776	12.091603	2.214451	1.204889	1.330691	1.781585	4.421654	1.767652	1.946580	2.039382	0.249773	2.532727	3.045535	25.621140	4.392730	3.642920	1.796560	5.493589	0.433308	4.680263	3.061141	2.827638
LOC100287896	2.429410	10.147543	35.645569	4.672255	5.008399	5.879654	50.068428	43.770924	3.864074	2.677864	27.519291	6.351393	13.692696	2.669687	7.768660	22.547623	32.966362	7.785320	2.038615	2.366221	2.358134	3.205679
LOC100288069	0.493787	3.076936	0.468932	5.418974	2.870483	2.278722	2.181330	0.203108	10.518673	1.023379	4.196944	0.555828	3.179735	2.582991	1.635705	2.406708	1.531873	1.116951	0.571310	1.682514	1.407801	1.072096
LOC100288162	0.016732	0.032329	0.032029	0.021940	0.022174	0.174204	0.009820	0.005942	0.027500	0.026125	0.007319	0.022668	0.010922	0.750418	0.031571	0.019195	0.007581	0.024886	0.011821	0.354861	0.250161	0.191834
LOC100288175	27.801373	18.904121	10.708622	15.897933	40.785088	3.897200	8.633073	37.436649	42.965755	29.156776	50.644466	75.649391	61.641685	8.237691	22.136944	26.127144	6.663371	5.680858	11.974119	4.077228	5.220199	6.671326
LOC100288203	15.203500	2.379184	6.454258	6.704746	4.588324	2.789651	11.967831	1.424722	7.425473	1.041915	4.991838	23.877956	25.362347	6.379676	4.097776	5.955452	28.624058	13.191749	16.052542	3.344873	2.600334	3.110712
LOC100288637	10.716146	10.759052	8.476625	23.465515	38.207127	1.237305	4.081104	11.020731	9.109144	20.370380	3.141389	19.056339	3.259786	27.986814	52.875790	3.555811	8.560343	25.290707	5.805324	4.394355	6.002811	4.755149
LOC100288778	9.819511	6.405463	2.416017	4.716663	1.283942	2.351574	6.728724	5.131427	4.059459	3.225341	0.573188	6.795772	6.161141	17.834049	9.535853	8.793266	5.324983	4.937559	6.798627	4.332253	3.602328	3.752229
LOC100288798	24.520035	31.281834	23.976002	28.635204	12.110637	2.790357	15.451777	16.863941	29.362337	28.373615	57.414356	21.753416	7.371674	17.263853	15.998199	23.705143	8.509910	14.276978	9.773581	5.962783	5.437878	6.402283
LOC100288842	41.105125	39.161331	3.784897	3.669867	20.508759	2.359937	47.720791	19.958473	8.063128	6.320162	64.187775	7.243757	13.683995	5.771268	31.367292	17.252062	19.743458	21.191130	41.364159	5.310149	6.212900	5.607778
LOC100288846	27.324209	23.032822	2.877974	3.371714	2.840222	0.682233	2.233007	4.363318	1.965783	4.386653	1.325383	3.983146	0.442376	3.941023	3.092007	0.288827	0.972516	4.527968	12.346403	3.195230	3.958522	2.579738
LOC100289230	3.580706	13.161222	33.455406	28.318449	23.283110	2.974378	42.454742	15.987165	12.737349	15.763003	30.872707	9.236250	40.651741	12.653071	18.814754	23.164684	7.050229	16.809881	62.044388	4.569800	3.814469	3.578832
LOC100289361	4.537664	1.119070	3.182289	2.490141	2.047686	1.254825	1.071194	4.980301	8.318795	2.711155	1.041348	4.712191	18.258221	11.236718	6.540560	6.157264	0.665537	5.762307	15.830324	3.660185	3.877206	3.131341
LOC100289495	3.394028	0.686533	1.360693	12.629686	5.936485	1.262454	54.071877	0.726038	0.544077	8.881015	0.432308	1.937021	0.141593	1.008043	1.120560	1.258941	0.968278	0.820718	0.449591	1.417090	2.040665	1.792533
LOC100289511	0.024793	0.024476	0.024287	0.024797	0.029287	0.290477	0.028692	0.023092	0.023232	0.020504	0.025272	0.022158	0.023867	0.024866	0.026693	0.022360	0.026478	0.023790	0.027644	0.119225	0.142119	0.122806
LOC100289561	8.176002	7.491342	2.022379	8.539644	5.280134	1.984320	3.285247	2.317721	4.883412	7.346173	4.419831	2.559436	6.904130	12.729896	4.372704	5.174473	12.096581	7.321544	1.250634	3.411833	2.624529	2.370102
LOC100291105	0.050464	0.326573	0.068025	0.035743	0.028846	0.102206	0.044864	0.084263	0.658953	0.087912	0.249267	0.071915	0.226226	0.208650	0.048703	0.116685	0.146744	11.602333	0.315709	0.515560	0.222692	0.191283
