gene_id	SRR8114442	SRR8114443	SRR8114444	SRR8114445	SRR8114446	SRR8114447	SRR8114448	SRR8114449	SRR8114450	SRR8114451	SRR8114452	SRR8114453	SRR8114454	SRR8114455	SRR8114456	SRR8114457	SRR8114458	SRR8114459	SRR8114460	SRR8114461	SRR8114462	SRR8114463
VCPIP1	1.98	5.06	4.56	1.19	4.19	0.00	6.52	1.62	2.90	0.55	0.57	2.02	0.93	0.23	4.78	1.83	6.03	0.58	0.54	1.28	0.54	0.80
VCPKMT	4.65	3.25	6.18	4.66	12.28	0.00	7.33	9.17	2.06	4.29	4.08	0.00	1.11	1.49	6.11	6.00	2.85	10.89	5.02	3.88	8.30	3.61
VCX	95.93	29.70	84.05	20.45	98.62	0.00	34.74	16.19	48.35	93.87	53.95	62.64	124.50	87.75	210.78	50.50	70.70	52.25	49.44	78.70	87.27	66.47
VCX2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00
VCX3A	90.40	13.16	82.04	11.75	63.70	0.00	37.71	19.02	22.77	32.06	52.65	44.62	70.03	65.84	164.18	31.78	91.77	45.04	11.04	63.99	48.33	62.80
VCX3B	35.68	14.05	39.36	7.01	32.43	0.00	13.27	17.35	23.05	37.19	0.00	20.02	47.48	34.57	110.72	21.94	37.60	27.64	82.33	29.56	29.86	32.26
VCY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VCY1B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VDAC1	178.17	254.66	182.26	179.03	157.21	0.00	222.67	199.38	243.65	200.62	234.53	154.22	226.72	137.41	175.94	231.64	237.96	186.72	270.81	228.54	249.56	246.37
VDAC2	859.78	1083.27	763.33	769.41	879.86	1175.70	1047.59	1070.62	737.00	755.48	1014.95	693.67	825.19	861.55	949.00	978.31	1050.86	764.67	959.69	959.46	1290.44	1099.76
VDAC3	386.94	407.79	352.83	244.18	350.95	0.00	325.98	396.18	315.83	362.55	389.01	385.09	454.39	420.02	335.94	485.73	546.52	323.37	410.85	331.35	407.25	369.86
VDR	0.36	0.00	0.21	0.31	0.78	0.00	0.00	0.00	0.12	0.00	1.82	0.00	0.00	0.07	0.00	0.16	0.00	0.32	0.00	0.00	0.00	0.27
VEGFA	9.28	12.72	11.17	20.29	10.99	0.00	10.70	9.44	18.35	10.62	26.50	19.43	13.11	9.28	15.31	18.29	9.87	15.55	18.03	8.45	7.09	12.18
VEGFB	4.27	3.41	6.94	12.82	2.50	0.00	7.01	8.65	12.88	11.01	14.35	11.71	13.99	12.04	11.83	10.33	11.21	3.81	16.63	14.18	2.17	6.38
VEGFC	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VEGFD	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VENTX	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.17	0.69	1.19	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.78	0.00	0.00	0.00	0.00
VENTXP1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VENTXP7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VEPH1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.81	0.00	1.86	0.00	0.21	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	2.92	1.51
VEZF1	1.22	7.35	0.21	8.06	2.65	0.00	5.75	1.79	3.05	2.07	2.24	1.77	1.55	3.85	1.69	4.64	0.17	8.33	3.34	15.93	5.37	5.87
VEZT	6.49	7.72	0.25	13.10	12.58	0.00	6.07	0.35	3.99	4.37	7.10	1.52	0.59	0.16	3.83	11.55	2.51	1.64	4.60	0.00	7.27	7.35
VGF	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.16	0.22	0.00	0.00	0.00	0.18	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00
VGLL1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VGLL2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VGLL3	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VGLL4	1.30	0.96	0.45	0.18	0.91	0.00	0.00	0.77	0.28	1.45	0.47	0.00	1.78	6.10	0.08	0.00	0.26	0.00	0.00	2.56	0.66	0.00
VHL	4.51	1.26	3.58	5.97	1.74	0.00	4.12	4.98	3.86	7.51	2.07	4.96	4.80	4.82	5.88	6.24	1.21	8.46	4.37	0.68	3.90	4.61
VHLL	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VIL1	0.00	0.00	0.00	0.00	1.18	0.00	0.00	0.15	0.00	4.60	4.89	0.00	1.33	0.00	0.22	0.00	0.00	0.00	2.46	0.00	0.33	2.75
VILL	0.61	5.33	0.72	0.92	1.99	0.00	4.56	0.57	0.59	0.41	0.00	4.01	0.98	0.00	3.29	3.63	3.91	0.00	0.54	0.00	0.65	3.60
VIM	204.40	199.31	228.63	163.77	186.44	498.41	199.34	151.89	172.30	176.25	272.95	286.13	195.50	223.84	220.93	207.77	185.86	288.23	206.06	216.13	125.14	113.08
VIM-AS1	44.83	8.76	12.76	77.34	36.61	0.00	24.09	23.72	49.67	28.23	20.61	19.22	14.77	45.56	57.72	31.46	8.39	43.66	10.37	0.00	13.19	24.78
VIP	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VIPAS39	12.55	7.62	1.04	5.60	1.72	0.00	2.07	9.06	1.94	3.57	7.93	14.67	13.90	18.30	10.28	14.89	6.68	0.00	0.31	11.42	5.63	6.43
VIPR1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VIPR1-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VIPR2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00	1.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VIRMA	27.64	6.85	5.62	4.27	8.11	0.00	22.84	16.59	14.42	5.14	5.68	11.47	3.19	2.27	16.77	15.55	7.14	11.40	9.56	9.25	3.02	2.86
VIT	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VKORC1	75.30	61.23	79.68	75.99	71.73	0.00	71.51	61.12	98.30	116.93	103.96	59.43	87.11	130.60	89.66	88.18	55.73	102.71	93.29	94.64	80.91	73.52
VKORC1L1	0.72	6.05	0.41	4.48	4.56	0.00	8.73	5.93	0.36	0.38	0.94	0.09	4.89	0.16	3.76	0.48	0.00	0.84	7.88	0.94	0.74	1.76
VLDLR	0.00	0.00	1.92	1.14	0.00	0.00	0.00	0.00	0.00	0.56	0.00	0.00	0.09	0.00	0.00	0.00	0.00	6.12	0.58	0.00	0.00	0.24
VLDLR-AS1	8.31	0.00	0.00	0.00	0.00	0.00	4.56	0.00	3.72	4.22	0.00	0.00	0.00	0.00	0.38	1.01	1.91	7.33	0.00	0.00	0.00	0.51
VMA21	18.23	16.00	20.05	23.71	18.91	0.00	26.57	26.79	18.00	19.18	8.55	31.91	14.24	14.45	11.77	24.98	7.12	13.11	9.18	20.09	15.37	13.56
VMAC	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.00	0.84	0.00	1.69	0.00	0.00	1.83	3.21	4.13	1.66	0.77
VMO1	0.00	0.00	2.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.83	0.00	0.00
VMP1	87.38	60.35	77.65	70.83	94.04	282.68	98.18	76.86	94.13	84.83	52.72	63.33	53.75	85.02	99.36	60.46	88.22	49.08	108.95	80.85	77.32	63.49
VN1R1	0.00	0.00	0.00	0.00	0.91	0.00	0.00	1.58	0.36	3.01	1.88	0.00	0.00	0.00	0.00	1.24	0.00	1.23	2.95	0.00	0.59	0.00
VN1R10P	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VN1R2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VN1R3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VN1R4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VN1R5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VNN1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VNN2	2.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.46	3.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35
VNN3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VOPP1	8.81	7.59	4.63	9.51	6.34	199.40	8.61	8.27	1.73	3.73	8.98	7.46	4.46	0.00	3.84	3.04	16.02	3.17	9.19	25.31	5.66	4.98
VPREB1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VPREB3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.83
VPS11	4.14	10.29	5.99	7.76	9.66	0.00	21.23	4.53	9.94	7.88	11.10	16.14	4.05	20.06	8.04	5.21	2.14	3.42	7.86	7.85	3.31	8.56
VPS13A	4.85	6.10	2.84	3.63	7.44	0.00	8.10	3.51	6.14	5.93	1.33	6.19	3.64	2.48	1.84	0.55	3.87	1.78	0.91	1.12	1.58	1.56
VPS13A-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.00
VPS13B	16.00	13.32	3.93	8.99	11.77	0.00	3.57	12.38	21.86	35.29	6.09	13.10	17.40	13.73	9.64	3.44	15.75	12.21	7.68	8.23	8.00	12.80
VPS13C	17.72	13.33	3.30	8.29	11.64	0.00	10.51	9.04	10.21	4.61	4.04	11.57	5.34	1.35	6.00	6.93	5.12	4.47	9.19	5.12	2.11	3.70
VPS13D	4.22	3.49	2.39	3.16	1.18	0.00	1.74	1.84	1.96	4.13	1.54	1.45	1.58	1.81	2.72	1.88	1.34	1.60	3.75	1.49	2.26	1.37
VPS16	6.25	4.29	10.82	3.44	10.12	0.00	1.05	5.81	9.33	20.45	4.91	3.57	9.41	0.00	11.40	0.95	8.47	8.45	0.97	6.49	2.00	6.07
VPS18	5.59	0.00	0.00	1.31	0.35	0.00	2.42	0.71	1.54	1.45	5.34	0.87	0.35	0.08	3.03	2.82	1.19	0.00	1.71	0.00	0.23	1.27
VPS25	208.56	146.28	208.03	218.54	139.77	0.00	137.61	136.14	227.88	215.85	286.67	217.03	205.01	343.06	192.02	171.31	192.89	155.62	196.35	127.58	169.79	161.49
VPS26A	105.43	124.65	130.97	131.33	133.77	259.51	99.30	125.82	118.88	105.97	102.49	129.98	107.85	130.96	90.67	146.50	71.07	86.25	123.73	128.87	95.94	71.51
VPS26B	3.86	4.30	5.33	10.16	6.74	0.00	9.43	2.66	6.00	4.41	10.40	4.65	1.09	3.00	8.53	3.78	4.75	7.33	6.16	3.25	2.15	2.66
VPS28	111.23	97.74	130.38	90.09	73.01	591.86	176.47	90.92	93.84	119.24	108.34	133.93	146.96	112.63	125.20	155.52	108.48	100.83	95.76	133.36	79.98	131.09
VPS29	468.62	497.08	486.74	517.92	495.42	571.09	328.79	454.23	407.41	419.89	297.83	355.53	315.28	350.23	409.31	485.91	449.90	510.18	335.21	367.78	512.56	379.03
VPS33A	19.10	15.46	10.48	9.26	11.11	0.00	17.36	18.83	17.08	11.47	19.13	0.86	15.17	20.17	14.46	22.76	8.58	19.70	11.00	18.62	12.61	15.93
VPS33B	3.40	7.38	5.58	5.94	2.05	0.00	6.62	1.58	8.00	18.09	9.20	6.48	6.56	10.21	1.81	7.07	1.68	3.04	2.95	1.02	0.99	4.50
VPS33B-DT	1.07	0.00	1.27	3.96	0.88	0.00	5.38	2.28	2.45	1.45	0.00	3.82	0.87	2.05	1.94	4.80	2.96	0.00	5.22	0.00	1.14	1.59
VPS35	99.56	107.47	109.43	63.55	113.44	106.64	58.09	155.11	94.14	134.90	78.69	63.03	87.45	84.62	88.29	111.17	101.34	139.47	113.00	46.31	88.24	82.01
VPS36	22.01	19.57	2.88	15.57	19.54	119.81	10.37	8.11	22.18	25.99	6.74	6.07	17.11	12.40	7.82	14.00	12.86	6.76	6.43	15.32	9.39	11.33
VPS37A	18.41	20.58	17.59	8.30	25.79	0.00	19.94	12.69	19.08	15.27	12.74	14.43	12.86	7.64	14.07	11.03	13.37	6.90	18.97	28.33	11.23	14.46
VPS37B	1.11	0.64	3.11	2.28	1.01	0.00	0.96	0.44	2.31	5.63	3.83	2.09	4.82	2.23	3.23	2.49	1.98	1.36	1.36	3.12	0.98	1.98
VPS37C	0.00	0.81	0.56	0.68	0.17	0.00	0.00	1.79	1.02	0.21	1.42	1.28	1.36	0.00	1.14	0.86	2.31	0.00	0.83	0.11	0.34	1.86
VPS37D	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VPS39	4.53	7.80	11.71	5.52	3.46	0.00	0.65	0.89	3.07	3.60	0.97	2.27	5.00	8.78	0.25	4.86	0.63	7.03	1.82	0.31	1.46	2.03
VPS41	19.14	24.44	21.51	17.16	24.50	0.00	14.18	19.79	18.79	29.14	13.13	16.32	16.62	18.72	29.52	14.11	17.36	11.55	16.70	20.23	9.24	9.16
VPS45	36.57	16.59	48.18	23.18	10.58	0.00	28.08	23.43	16.44	30.81	22.47	21.82	22.53	23.15	5.12	24.31	2.29	9.77	32.81	40.64	27.16	36.44
VPS4A	32.84	49.53	36.60	36.72	42.64	250.76	47.01	33.61	31.22	53.98	70.55	29.43	43.88	54.02	51.97	25.96	48.74	63.72	61.48	45.00	40.58	53.74
VPS4B	6.67	5.14	6.50	7.90	9.77	0.00	6.86	7.41	14.35	4.38	0.00	6.07	7.39	5.99	12.95	0.82	11.66	5.92	7.48	1.35	5.03	4.18
VPS50	37.39	35.17	6.13	0.00	13.05	0.00	8.43	4.60	4.63	9.11	5.91	25.86	8.88	2.22	3.51	25.99	80.42	31.17	0.00	0.00	16.72	12.75
VPS51	11.17	14.43	11.65	7.87	13.89	0.00	11.53	6.24	12.39	11.63	10.74	5.41	13.74	17.00	5.10	7.02	11.28	5.27	5.97	5.21	2.94	4.85
VPS52	2.02	45.51	27.84	25.81	22.49	0.00	0.21	14.05	34.04	20.12	35.74	19.18	15.65	6.23	20.74	19.17	26.20	5.78	26.28	8.62	11.97	30.62
VPS53	3.65	0.06	1.87	1.23	3.94	0.00	0.98	0.00	2.05	8.15	3.20	3.09	0.44	0.36	0.54	0.64	0.06	1.71	1.67	0.11	0.67	0.78
VPS54	5.92	7.32	14.55	17.46	23.41	0.00	3.18	13.49	6.82	5.72	5.97	3.58	12.44	6.87	14.31	12.52	0.39	14.17	1.11	0.00	2.03	3.24
VPS72	73.61	29.44	61.87	54.93	76.45	0.00	100.16	44.71	87.41	101.82	122.28	78.04	114.99	83.58	53.10	78.18	68.08	66.55	83.63	108.10	83.13	89.76
VPS8	10.17	14.00	0.89	10.27	2.81	0.00	10.23	7.02	6.53	6.30	6.20	10.86	11.13	13.18	3.91	2.46	28.98	13.19	7.20	7.63	1.42	5.95
VPS9D1	0.25	0.32	0.00	0.54	0.17	0.00	0.58	0.29	0.00	0.00	0.70	2.09	1.00	0.00	0.00	1.31	0.28	0.68	0.27	2.00	0.00	0.16
VPS9D1-AS1	2.37	1.27	0.00	2.14	0.54	0.00	0.31	0.93	0.32	1.34	1.11	2.34	0.00	0.00	0.00	0.10	0.00	0.00	0.44	0.00	1.58	4.13
VRK1	272.64	406.37	394.18	356.68	435.60	0.00	224.04	456.19	385.73	285.78	237.86	405.59	311.56	208.49	255.59	189.05	390.38	478.70	420.07	313.42	407.90	349.18
VRK2	65.48	79.15	93.56	70.42	103.06	0.00	116.87	115.50	41.65	45.11	50.58	76.24	63.47	95.18	114.77	57.81	136.23	99.55	47.42	113.58	109.72	95.89
VRK3	40.25	41.87	49.67	69.04	26.36	0.00	65.23	37.75	59.94	35.03	86.05	62.51	70.87	72.26	48.11	78.25	90.21	95.39	63.79	54.66	45.76	46.09
VRTN	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VSIG1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VSIG10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.38	0.00	0.00	0.89	0.00	0.00	0.00	0.22	0.00	0.06	0.18	0.33
VSIG10L	1.82	2.00	2.84	1.29	1.24	0.00	0.57	1.19	0.00	0.31	1.80	1.31	0.25	0.00	0.25	0.98	0.00	0.70	3.22	0.08	0.24	0.34
VSIG2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.32	0.00	0.00	0.00	0.00
VSIG4	0.00	1.72	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00	4.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VSIG8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VSIR	2.86	0.81	2.90	6.52	6.00	0.00	2.84	3.96	6.03	5.43	8.08	3.96	12.43	7.40	11.29	11.07	9.78	8.00	10.03	8.70	0.74	1.03
VSNL1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VSTM1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VSTM2A	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VSTM2A-OT1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VSTM2B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VSTM2L	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VSTM4	0.97	1.20	3.67	3.31	1.13	0.00	1.22	1.58	0.00	0.00	1.02	1.40	0.91	5.95	6.07	0.36	0.00	1.20	0.57	0.93	0.83	1.28
VSTM5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VSX1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VSX2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VTA1	103.52	150.59	154.19	152.29	117.05	169.10	125.91	190.21	126.66	103.04	101.05	75.78	73.50	100.51	118.84	111.23	156.66	102.61	162.47	123.96	150.08	108.83
VTCN1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VTI1A	3.11	0.00	8.04	9.55	2.60	0.00	3.56	2.98	9.13	5.25	3.42	5.02	8.72	1.13	2.47	4.93	4.25	6.18	5.70	4.37	3.67	3.67
VTI1B	108.02	27.06	78.15	52.74	43.33	0.00	40.65	55.48	51.92	59.00	109.61	28.80	75.70	46.98	77.93	44.63	67.17	41.75	58.85	18.01	53.90	39.72
VTN	0.00	0.00	0.00	0.00	0.00	0.00	4.21	1.96	0.00	0.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VTRNA1-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VTRNA1-2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VTRNA1-3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VTRNA2-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VWA1	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.19	0.06	0.00	0.89	0.40	0.00	0.00	0.39	0.47	0.00	0.16	0.00	0.00	0.00	0.19
VWA2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VWA3A	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VWA3B	0.00	0.00	0.00	0.00	0.00	0.00	1.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00
VWA5A	10.41	9.83	11.77	10.49	18.22	0.00	9.09	5.44	13.10	8.63	30.79	18.18	9.52	7.44	5.37	14.63	10.66	24.53	20.17	5.87	30.52	33.61
VWA5B1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VWA5B2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VWA7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.96	0.49	0.00	0.00	0.00	0.90	0.00	2.56	0.00	0.00	0.31	0.00
VWA8	1.02	2.78	3.04	0.95	1.95	0.00	0.00	2.35	1.32	1.41	0.98	0.55	0.89	2.24	1.34	0.90	0.00	0.00	5.31	0.38	1.64	2.17
VWA8-AS1	0.00	0.00	0.00	2.15	0.00	0.00	2.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VWC2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VWC2L	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VWC2L-IT1	0.00	0.00	0.00	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VWCE	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VWDE	21.11	19.89	9.05	13.65	9.60	0.00	14.32	13.20	28.86	14.56	17.41	43.96	11.84	12.43	32.10	15.14	15.12	11.66	11.71	4.10	6.49	7.18
VWF	0.04	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
WAC	12.34	10.11	12.83	16.88	14.09	0.00	11.22	12.26	9.22	7.82	9.49	7.12	14.70	26.00	13.43	12.51	21.22	10.66	11.97	24.99	7.99	8.59
WAC-AS1	2.04	0.66	0.71	1.93	2.07	0.00	2.55	1.36	1.29	1.42	0.37	6.56	0.61	1.56	4.51	1.36	0.14	2.79	1.41	0.61	1.53	1.26
WAPL	17.15	12.23	11.82	6.23	2.73	0.00	2.31	12.47	5.87	15.94	11.47	5.22	9.54	4.48	16.70	5.40	12.97	9.10	8.86	8.79	11.80	7.67
WARS	414.19	424.96	451.10	497.67	533.70	0.00	414.26	425.29	505.51	530.09	635.35	535.03	632.16	522.55	568.82	498.25	479.63	549.23	534.48	511.21	577.19	729.80
WARS2	1.21	9.09	16.10	35.58	0.86	0.00	1.89	17.81	7.56	18.57	9.43	7.25	8.78	13.68	17.92	2.52	18.28	0.00	10.66	0.00	17.30	17.39
